"project","name","inspected"
":app","testFixturesDebugApiDependenciesMetadata","False"
":app","testFixturesDebugCompileOnlyDependenciesMetadata","False"
":app","testFixturesDebugImplementationDependenciesMetadata","False"
":app","testFixturesDebugIntransitiveDependenciesMetadata","False"
":app","testFixturesDevApiDependenciesMetadata","False"
":app","testFixturesDevCompileOnlyDependenciesMetadata","False"
":app","testFixturesDevImplementationDependenciesMetadata","False"
":app","testFixturesDevIntransitiveDependenciesMetadata","False"
":app","testFixturesImplementationDependenciesMetadata","False"
":app","testFixturesIntransitiveDependenciesMetadata","False"
":app","testFixturesProdApiDependenciesMetadata","False"
":app","testFixturesProdCompileOnlyDependenciesMetadata","False"
":app","testFixturesProdImplementationDependenciesMetadata","False"
":app","testFixturesProdIntransitiveDependenciesMetadata","False"
":app","testFixturesQaApiDependenciesMetadata","False"
":app","testFixturesQaCompileOnlyDependenciesMetadata","False"
":app","testFixturesQaImplementationDependenciesMetadata","False"
":app","testFixturesQaIntransitiveDependenciesMetadata","False"
":app","testFixturesReleaseApiDependenciesMetadata","False"
":app","testFixturesReleaseCompileOnlyDependenciesMetadata","False"
":app","testFixturesReleaseImplementationDependenciesMetadata","False"
":app","testFixturesReleaseIntransitiveDependenciesMetadata","False"
":app","testFixturesStagingApiDependenciesMetadata","False"
":app","testFixturesStagingCompileOnlyDependenciesMetadata","False"
":app","testFixturesStagingImplementationDependenciesMetadata","False"
":app","testFixturesStagingIntransitiveDependenciesMetadata","False"
":app","testImplementationDependenciesMetadata","False"
":app","testIntransitiveDependenciesMetadata","False"
":app","testProdApiDependenciesMetadata","False"
":app","testProdCompileOnlyDependenciesMetadata","False"
":app","testProdDebugApiDependenciesMetadata","False"
":app","testProdDebugCompileOnlyDependenciesMetadata","False"
":app","testProdDebugImplementationDependenciesMetadata","False"
":app","testProdDebugIntransitiveDependenciesMetadata","False"
":app","testProdImplementationDependenciesMetadata","False"
":app","testProdIntransitiveDependenciesMetadata","False"
":app","testProdReleaseApiDependenciesMetadata","False"
":app","testProdReleaseCompileOnlyDependenciesMetadata","False"
":app","testProdReleaseImplementationDependenciesMetadata","False"
":app","testProdReleaseIntransitiveDependenciesMetadata","False"
":app","testQaApiDependenciesMetadata","False"
":app","testQaCompileOnlyDependenciesMetadata","False"
":app","testQaDebugApiDependenciesMetadata","False"
":app","testQaDebugCompileOnlyDependenciesMetadata","False"
":app","testQaDebugImplementationDependenciesMetadata","False"
":app","testQaDebugIntransitiveDependenciesMetadata","False"
":app","testQaImplementationDependenciesMetadata","False"
":app","testQaIntransitiveDependenciesMetadata","False"
":app","testQaReleaseApiDependenciesMetadata","False"
":app","testQaReleaseCompileOnlyDependenciesMetadata","False"
":app","testQaReleaseImplementationDependenciesMetadata","False"
":app","testQaReleaseIntransitiveDependenciesMetadata","False"
":app","testReleaseApiDependenciesMetadata","False"
":app","testReleaseCompileOnlyDependenciesMetadata","False"
":app","testReleaseImplementationDependenciesMetadata","False"
":app","testReleaseIntransitiveDependenciesMetadata","False"
":app","testStagingApiDependenciesMetadata","False"
":app","testStagingCompileOnlyDependenciesMetadata","False"
":app","testStagingDebugApiDependenciesMetadata","False"
":app","testStagingDebugCompileOnlyDependenciesMetadata","False"
":app","testStagingDebugImplementationDependenciesMetadata","False"
":app","testStagingDebugIntransitiveDependenciesMetadata","False"
":app","testStagingImplementationDependenciesMetadata","False"
":app","testStagingIntransitiveDependenciesMetadata","False"
":app","testStagingReleaseApiDependenciesMetadata","False"
":app","testStagingReleaseCompileOnlyDependenciesMetadata","False"
":app","testStagingReleaseImplementationDependenciesMetadata","False"
":app","testStagingReleaseIntransitiveDependenciesMetadata","False"
